session_id,customer_id,device_type,traffic_source,session_start,pages_viewed,time_spent,purchase_made
S10414,C2523,desktop,direct,2025-09-06 01:49:47,1,11,no
S10415,C2803,tablet,social,2025-08-31 20:51:34,2,25,yes
S10416,C3285,mobile,social,2025-06-28 20:00:04,6,28,yes
S10417,C2221,desktop,ads,2025-01-02 02:25:35,3,10,no
S10418,C2738,desktop,search,2025-10-14 17:54:53,4,19,no
S10419,C2181,desktop,social,2025-06-10 02:14:15,8,10,no
S10420,C3088,mobile,social,2025-06-13 00:05:20,2,23,yes
S10421,C1004,mobile,social,2024-12-06 18:10:49,6,29,no
S10422,C3193,mobile,social,2025-02-12 19:41:43,1,23,no
S10423,C1266,mobile,social,2025-08-01 20:17:25,7,8,no
S10424,C3948,mobile,direct,2024-11-13 12:48:32,4,8,yes
S10425,C1997,mobile,social,2025-08-02 15:37:49,4,23,no
S10426,C1826,mobile,direct,2025-09-29 14:59:28,8,18,yes
S10427,C3900,desktop,direct,2025-01-04 17:19:21,1,16,yes
S10428,C2138,desktop,search,2025-05-12 07:42:55,6,12,no
S10429,C3508,desktop,social,2025-08-27 06:07:44,6,13,no
S10430,C3585,desktop,social,2025-05-04 19:08:47,3,8,no
S10431,C3205,mobile,search,2025-02-07 17:00:16,3,19,no
S10432,C2609,tablet,ads,2025-01-25 09:57:35,6,16,no
S10433,C2582,desktop,social,2025-08-24 02:15:58,7,19,no
S10434,C1825,desktop,search,2025-03-16 00:58:42,5,1,no
S10435,C1511,desktop,social,2025-04-03 06:53:10,1,8,no
S10436,C3319,desktop,direct,2025-07-20 02:48:58,7,7,no
S10437,C3460,mobile,direct,2025-09-03 22:06:03,9,17,yes
S10438,C1614,mobile,search,2025-09-17 04:04:15,1,6,no
S10439,C1399,mobile,search,2024-10-25 06:02:50,9,10,yes
S10440,C1192,mobile,social,2025-02-13 19:31:57,1,25,yes
S10441,C1896,mobile,social,2025-01-30 08:54:17,6,12,no
S10442,C3258,desktop,search,2025-01-08 07:58:35,2,6,no
S10443,C2162,desktop,direct,2024-12-15 23:03:15,8,27,no
S10444,C3030,mobile,search,2025-02-13 00:12:17,9,23,no
S10445,C2418,mobile,social,2024-10-30 19:58:57,5,4,no
S10446,C3624,tablet,search,2024-11-01 04:57:17,2,11,no
S10447,C1802,desktop,direct,2025-07-01 01:59:58,7,28,yes
S10448,C1066,desktop,social,2025-06-28 02:43:37,1,20,yes
S10449,C1156,mobile,direct,2025-08-13 02:09:31,9,5,no
S10450,C1480,mobile,direct,2025-04-02 16:16:14,3,11,yes
S10451,C2988,mobile,search,2024-11-20 13:56:55,8,29,yes
S10452,C3293,mobile,social,2025-03-13 04:13:02,9,23,no
S10453,C3401,mobile,ads,2025-04-19 13:52:17,7,21,no
S10454,C1209,tablet,social,2025-08-18 07:16:21,2,9,no
S10455,C3530,tablet,social,2025-10-09 08:20:01,1,22,no
S10456,C2435,mobile,direct,2024-12-17 08:11:25,1,21,no
S10457,C2896,desktop,social,2025-04-12 11:43:41,3,29,no
S10458,C1400,mobile,search,2025-06-21 02:02:16,7,20,no
S10459,C3941,mobile,social,2025-03-18 09:00:02,2,7,yes
S10460,C2320,mobile,social,2025-05-24 15:45:37,1,13,yes
S10461,C2215,desktop,search,2024-12-20 23:27:58,4,21,no
S10462,C3241,desktop,social,2025-06-08 15:21:30,6,1,no
S10463,C2949,mobile,ads,2025-04-11 11:59:58,5,19,yes
S10464,C3938,mobile,social,2025-08-11 13:41:44,1,18,no
S10465,C2675,mobile,social,2025-02-19 23:49:28,4,2,yes
S10466,C3545,desktop,social,2024-12-01 20:34:34,6,4,no
S10467,C2816,mobile,social,2025-10-19 20:53:24,5,18,yes
S10468,C3986,mobile,search,2025-02-04 06:00:40,5,6,yes
S10469,C3511,desktop,ads,2025-04-16 02:01:13,2,4,no
S10470,C2535,desktop,social,2025-02-05 04:21:24,7,15,yes
S10471,C1489,mobile,social,2025-01-05 19:46:15,4,20,yes
S10472,C1957,mobile,search,2025-07-22 07:29:02,7,8,yes
S10473,C1094,mobile,social,2025-06-13 13:42:25,9,18,no
S10474,C3330,mobile,social,2025-04-15 01:41:44,4,22,yes
S10475,C2141,mobile,direct,2025-02-08 14:30:10,2,12,no
S10476,C3560,mobile,search,2024-12-23 06:40:10,5,18,no
S10477,C2519,tablet,social,2025-06-05 18:42:51,1,21,no
S10478,C3511,mobile,ads,2024-12-09 22:21:38,8,10,no
S10479,C1607,desktop,ads,2025-02-23 09:04:12,3,22,yes
S10480,C1819,desktop,search,2024-10-27 14:21:53,6,20,yes
S10481,C1930,mobile,direct,2024-12-08 03:17:32,3,23,no
S10482,C1592,desktop,direct,2024-11-10 08:56:37,7,18,yes
S10483,C1705,desktop,search,2025-09-23 00:13:22,4,6,yes
S10484,C3842,tablet,social,2025-02-24 19:52:35,6,18,no
S10485,C1243,tablet,social,2025-05-23 14:41:41,3,14,no
S10486,C3790,mobile,search,2025-04-24 07:13:47,3,16,no
S10487,C3529,mobile,social,2025-03-13 05:59:29,9,25,no
S10488,C1817,mobile,social,2024-12-15 01:33:13,8,16,yes
S10489,C3693,tablet,social,2025-02-20 10:50:20,9,24,no
S10490,C3555,desktop,direct,2025-09-09 01:17:59,7,15,no
S10491,C2096,mobile,social,2025-07-27 19:52:47,8,8,no
S10492,C2269,mobile,search,2025-03-15 15:50:43,4,25,yes
S10493,C3293,mobile,social,2025-05-22 15:52:40,8,18,yes
S10494,C3817,mobile,social,2024-10-30 21:40:29,3,15,yes
S10495,C3100,desktop,direct,2025-06-22 06:00:15,6,15,no
S10496,C2855,mobile,social,2025-04-07 15:54:51,6,24,no
S10497,C1008,desktop,social,2025-06-29 00:32:16,6,15,no
S10498,C1076,mobile,search,2025-02-23 19:08:28,1,26,yes
S10499,C3596,desktop,social,2025-03-23 14:59:59,6,16,no
S10500,C1738,mobile,social,2024-12-29 03:23:13,1,19,no
S10501,C2519,mobile,social,2025-02-24 20:33:05,2,27,no
S10502,C1314,desktop,search,2025-06-16 02:39:37,6,3,no
S10503,C2920,mobile,ads,2025-09-10 17:05:22,9,12,no
S10504,C3870,desktop,social,2025-08-12 08:59:19,4,2,yes
S10505,C2208,mobile,direct,2024-11-03 10:12:05,2,26,no
S10506,C1439,desktop,ads,2025-06-27 23:18:13,2,28,no
S10507,C1155,desktop,social,2025-02-07 21:13:25,3,12,no
S10508,C1471,mobile,social,2025-02-23 20:21:08,5,16,no
S10509,C2642,desktop,search,2025-05-28 16:15:10,1,2,no
S10510,C2256,mobile,direct,2025-08-10 19:19:55,5,6,no
S10511,C1440,mobile,social,2025-05-29 19:24:05,3,17,yes
S10512,C1447,mobile,search,2024-11-05 07:22:59,4,28,no
S10513,C1199,tablet,search,2025-09-29 00:53:51,5,11,no
S10514,C2836,desktop,direct,2025-05-07 17:47:20,5,23,no
S10515,C3275,mobile,search,2024-11-11 16:58:00,6,23,no
S10516,C1822,desktop,social,2025-07-28 17:05:17,3,16,no
S10517,C1567,mobile,social,2025-07-26 13:45:52,2,13,no
S10518,C2691,mobile,social,2025-07-25 04:09:11,6,13,no
S10519,C3577,mobile,search,2024-12-11 05:24:31,7,2,no
S10520,C1490,mobile,ads,2025-05-01 21:40:58,4,3,no
S10521,C3369,desktop,search,2024-11-14 19:42:23,7,29,no
S10522,C1866,desktop,direct,2025-10-16 00:06:35,5,24,no
S10523,C1967,mobile,direct,2024-11-16 09:08:43,8,8,no
S10524,C2369,desktop,ads,2024-12-14 08:23:25,8,7,no
S10525,C1270,mobile,search,2024-12-18 21:03:19,2,28,no
S10526,C3727,desktop,social,2024-11-29 17:23:25,1,26,yes
S10527,C3658,mobile,direct,2025-05-12 00:59:22,7,1,no
S10528,C1100,mobile,direct,2024-12-23 11:08:58,4,21,no
S10529,C2032,mobile,search,2025-10-21 02:54:03,3,1,yes
S10530,C1450,mobile,direct,2025-07-25 05:55:15,5,23,no
S10531,C1274,mobile,ads,2025-01-20 06:48:24,4,12,yes
S10532,C1135,mobile,search,2024-11-25 16:30:47,2,3,no
S10533,C2195,mobile,direct,2025-08-10 02:15:30,4,16,yes
S10534,C1008,desktop,social,2025-03-09 22:43:06,4,26,yes
S10535,C2777,mobile,ads,2025-03-08 16:33:28,6,27,yes
S10536,C3141,desktop,social,2025-03-01 08:10:58,6,23,yes
S10537,C1412,mobile,search,2024-11-21 12:46:31,8,26,no
S10538,C2502,mobile,ads,2025-03-30 06:25:17,5,1,no
S10539,C3379,mobile,direct,2025-03-03 10:39:17,5,22,yes
S10540,C2276,desktop,ads,2025-08-08 14:45:25,4,28,yes
S10541,C2419,desktop,social,2024-11-17 00:49:17,4,26,no
S10542,C2184,mobile,search,2025-04-30 06:20:28,1,17,yes
S10543,C2040,mobile,direct,2025-03-25 13:48:36,5,20,no
S10544,C3178,mobile,search,2025-05-20 17:07:39,8,20,yes
S10545,C3355,desktop,social,2024-11-14 03:36:20,8,11,no
S10546,C1046,tablet,social,2025-05-12 18:41:14,3,22,yes
S10547,C2406,desktop,social,2025-03-31 17:00:42,7,14,no
S10548,C3551,desktop,ads,2025-06-27 06:30:19,7,5,no
S10549,C1337,mobile,direct,2025-08-23 17:07:34,1,11,no
S10550,C3550,desktop,social,2025-03-23 19:13:02,1,14,no
S10551,C3772,desktop,search,2025-07-17 18:20:16,3,23,no
S10552,C2998,mobile,ads,2024-12-20 04:52:37,4,9,yes
S10553,C2065,mobile,social,2025-05-21 20:57:37,2,28,yes
S10554,C2892,mobile,search,2025-09-05 13:48:05,4,27,no
S10555,C1407,tablet,search,2024-11-24 18:16:36,2,6,no
S10556,C1489,tablet,search,2025-09-02 06:44:43,6,27,no
S10557,C2162,mobile,search,2025-01-09 12:04:26,8,10,no
S10558,C1154,mobile,social,2025-04-13 04:37:37,8,14,no
S10559,C2621,mobile,social,2024-12-21 18:52:20,5,7,no
S10560,C2260,tablet,social,2024-12-04 18:31:16,9,29,yes
S10561,C2468,mobile,direct,2025-08-13 05:47:52,6,5,no
S10562,C2003,desktop,direct,2025-10-09 23:24:44,8,19,yes
S10563,C1670,mobile,ads,2025-09-23 08:51:59,7,24,no
S10564,C1788,mobile,social,2025-01-30 06:43:52,2,15,yes
S10565,C3681,mobile,search,2025-01-17 07:48:25,8,6,no
S10566,C1122,mobile,ads,2025-01-21 22:26:10,6,2,no
S10567,C1054,mobile,search,2024-11-11 23:04:18,1,25,no
S10568,C1474,mobile,search,2025-06-28 09:54:24,9,16,no
S10569,C3820,mobile,search,2025-07-13 11:12:27,1,22,no
S10570,C2116,desktop,social,2025-05-25 14:19:06,2,28,no
S10571,C3916,mobile,social,2024-10-30 10:06:59,3,18,no
S10572,C3659,tablet,social,2024-11-10 09:29:57,6,26,yes
S10573,C1522,desktop,ads,2025-06-27 16:36:27,4,3,yes
S10574,C3840,mobile,social,2025-09-13 08:39:18,3,23,no
S10575,C1909,desktop,search,2025-07-18 19:30:52,6,21,no
S10576,C2060,mobile,direct,2025-01-16 14:19:08,2,11,no
S10577,C1790,mobile,search,2025-04-24 22:03:56,3,5,no
S10578,C2328,tablet,social,2024-11-06 11:28:11,3,6,no
S10579,C1683,desktop,search,2024-11-06 09:25:44,9,1,no
S10580,C2389,mobile,search,2025-01-14 01:33:27,4,17,no
S10581,C1760,mobile,social,2025-08-11 14:18:44,1,2,no
S10582,C3415,mobile,social,2025-01-19 08:55:20,6,1,yes
S10583,C3374,mobile,search,2024-12-19 06:56:34,7,21,no
S10584,C2216,desktop,search,2025-09-24 01:48:44,1,22,no
S10585,C1145,mobile,direct,2024-12-13 11:31:40,4,10,yes
S10586,C3614,mobile,direct,2025-05-03 10:06:04,3,16,no
S10587,C2708,mobile,social,2025-02-22 01:53:42,2,22,no
S10588,C3850,mobile,search,2025-02-23 10:26:09,8,10,no
S10589,C1549,mobile,search,2025-03-20 12:19:07,9,8,no
S10590,C3258,mobile,direct,2025-08-10 14:24:28,8,12,no
S10591,C1385,desktop,direct,2025-06-24 08:42:39,4,23,no
S10592,C1660,mobile,direct,2025-07-08 07:37:31,2,18,no
S10593,C2004,desktop,search,2025-03-23 17:31:35,6,15,yes
S10594,C1555,mobile,search,2024-10-28 11:47:52,7,13,yes
S10595,C3845,mobile,search,2025-05-07 04:10:03,7,15,no
S10596,C2899,mobile,direct,2025-08-14 07:38:25,8,27,no
S10597,C1937,desktop,social,2025-02-10 11:57:22,5,26,no
S10598,C2867,desktop,ads,2025-04-30 04:12:43,5,2,no
S10599,C3095,desktop,social,2024-10-30 03:28:46,6,20,no
S10600,C1533,mobile,social,2025-07-08 01:50:16,7,11,no
S10601,C2931,mobile,social,2025-07-25 14:12:04,3,22,no
S10602,C1483,mobile,direct,2025-07-18 17:59:41,6,26,yes
S10603,C3819,mobile,direct,2025-03-31 03:49:49,5,8,yes
S10604,C1396,desktop,direct,2025-05-22 14:58:57,6,17,no
S10605,C3165,mobile,social,2024-11-16 09:46:07,9,21,no
S10606,C1563,mobile,direct,2024-11-05 14:21:37,9,22,no
S10607,C3176,tablet,social,2025-01-06 17:36:57,7,20,no
S10608,C1933,mobile,ads,2025-06-07 00:25:54,9,5,no
S10609,C1076,desktop,social,2024-11-03 23:55:04,7,16,yes
S10610,C1340,desktop,search,2025-01-10 02:49:10,8,28,no
S10611,C2135,mobile,search,2025-01-18 03:28:20,9,7,yes
S10612,C2814,mobile,social,2025-06-04 07:50:39,7,23,no
S10613,C2531,mobile,search,2025-04-29 21:06:27,3,16,no
S10614,C3154,mobile,social,2024-10-23 18:59:10,9,18,no
S10615,C2597,desktop,social,2025-03-05 16:47:35,8,25,no
S10616,C1251,mobile,search,2025-07-20 13:47:49,8,20,no
S10617,C1191,desktop,search,2024-11-21 07:49:24,7,12,yes
S10618,C2696,mobile,direct,2025-06-03 21:04:11,6,3,yes
S10619,C2316,tablet,search,2025-09-28 09:51:59,3,27,no
S10620,C3532,mobile,direct,2025-03-12 23:25:55,1,18,yes
S10621,C1385,desktop,social,2025-05-06 17:55:50,8,29,no
S10622,C1361,desktop,social,2025-10-04 23:41:03,6,27,no
S10623,C3412,tablet,social,2025-09-07 23:30:11,5,7,yes
S10624,C3691,mobile,direct,2024-12-23 18:34:56,7,14,no
S10625,C2670,mobile,search,2025-03-24 06:19:16,6,8,no
S10626,C3578,desktop,social,2025-01-11 15:33:33,3,7,yes
S10627,C1741,desktop,search,2024-12-19 03:26:55,1,23,no
S10628,C1234,mobile,ads,2025-05-17 06:20:49,8,26,yes
S10629,C3992,mobile,ads,2024-10-23 20:49:40,1,12,no
S10630,C3175,desktop,direct,2025-10-11 10:36:35,8,2,yes
S10631,C1589,mobile,social,2025-06-21 18:43:15,6,2,no
S10632,C1069,mobile,direct,2025-08-06 01:16:13,9,12,no
S10633,C1802,mobile,social,2025-06-19 21:09:43,1,20,yes
S10634,C1990,mobile,search,2025-02-07 07:19:09,9,4,no
S10635,C1488,mobile,social,2025-02-01 04:19:41,4,6,no
S10636,C1929,mobile,direct,2025-05-25 01:03:56,5,8,no
S10637,C2507,mobile,social,2025-03-15 09:03:20,3,10,no
S10638,C3289,mobile,search,2025-05-07 10:03:52,1,11,no
S10639,C1349,mobile,search,2025-03-20 20:39:22,6,4,yes
S10640,C2419,desktop,social,2024-12-22 02:21:19,9,6,no
S10641,C1181,mobile,social,2025-09-10 05:25:46,2,20,no
S10642,C3005,mobile,social,2025-01-07 07:14:17,7,8,yes
S10643,C2073,mobile,social,2025-08-09 21:42:32,5,2,yes
S10644,C2028,mobile,social,2025-06-13 23:44:11,5,15,no
S10645,C2147,mobile,social,2025-01-28 13:00:27,3,12,no
S10646,C1519,mobile,search,2025-02-27 21:57:16,1,29,yes
S10647,C2474,desktop,search,2025-01-05 01:03:09,3,26,no
S10648,C2810,mobile,social,2025-02-25 00:43:25,9,24,no
S10649,C3715,mobile,search,2025-10-04 17:37:05,5,2,yes
S10650,C1134,mobile,social,2025-01-30 02:52:59,5,26,no
S10651,C3178,mobile,social,2025-03-22 11:55:15,3,14,yes
S10652,C1506,desktop,direct,2024-12-06 07:02:40,4,24,no
S10653,C2087,mobile,direct,2025-06-30 15:04:21,4,15,yes
S10654,C2520,tablet,search,2025-02-08 20:16:18,5,27,yes
S10655,C1459,mobile,search,2025-04-14 10:00:08,7,13,no
S10656,C3741,mobile,social,2024-11-01 04:55:11,5,23,no
S10657,C1931,mobile,search,2025-04-12 01:05:14,5,9,no
S10658,C3763,mobile,social,2025-06-12 08:07:02,8,10,no
S10659,C2970,mobile,direct,2025-06-30 23:53:23,6,25,no
S10660,C1930,desktop,social,2025-07-08 22:23:00,7,17,no
S10661,C3442,tablet,search,2025-05-07 18:41:26,9,25,yes
S10662,C1701,desktop,search,2025-08-16 01:23:48,8,6,no
S10663,C1720,mobile,social,2025-03-27 13:38:02,2,9,yes
S10664,C3417,mobile,search,2025-01-08 11:14:20,8,22,no
S10665,C2197,mobile,social,2024-12-31 19:04:51,4,12,no
S10666,C1897,mobile,direct,2024-12-03 18:42:03,8,6,no
S10667,C1432,mobile,search,2024-11-06 04:37:17,7,4,no
S10668,C3705,mobile,social,2025-03-20 11:38:10,4,20,no
S10669,C3953,mobile,search,2025-08-29 12:04:14,7,5,yes
S10670,C1946,mobile,social,2024-12-01 11:06:48,8,12,no
S10671,C3198,desktop,search,2025-08-05 11:50:38,5,20,no
S10672,C1077,mobile,direct,2025-10-18 09:17:25,7,7,yes
S10673,C2528,mobile,social,2025-09-25 12:46:33,7,19,yes
S10674,C3209,mobile,social,2025-01-08 20:29:44,6,24,no
S10675,C1430,desktop,direct,2025-01-06 17:47:09,9,2,yes
S10676,C2699,desktop,search,2025-08-12 01:47:28,8,22,no
S10677,C2692,mobile,search,2025-05-30 11:02:08,6,23,no
S10678,C1618,mobile,ads,2025-08-02 17:33:57,6,15,no
S10679,C3028,tablet,search,2025-08-07 05:24:39,3,20,no
S10680,C2034,desktop,search,2025-02-13 23:33:58,1,3,no
S10681,C1137,mobile,search,2025-09-09 11:47:19,1,24,no
S10682,C3936,mobile,direct,2025-07-15 21:15:20,2,4,no
S10683,C1860,desktop,direct,2025-07-09 20:22:47,8,16,no
S10684,C3355,mobile,direct,2025-01-12 06:08:15,6,17,no
S10685,C1947,tablet,social,2025-09-30 08:31:06,4,15,no
S10686,C2853,desktop,ads,2025-06-08 09:53:17,2,29,yes
S10687,C2241,mobile,search,2025-09-03 15:19:54,9,7,yes
S10688,C3164,mobile,social,2025-02-15 19:56:25,3,9,no
S10689,C2123,mobile,search,2025-03-10 04:30:37,3,24,no
S10690,C2381,tablet,search,2025-04-19 03:03:43,6,18,yes
S10691,C2304,desktop,direct,2024-11-11 03:03:49,4,19,no
S10692,C2375,mobile,search,2025-06-29 14:32:07,4,26,no
S10693,C1030,mobile,social,2025-06-21 04:09:38,6,29,no
S10694,C2386,mobile,social,2025-01-18 06:18:22,7,22,no
S10695,C3385,mobile,search,2025-05-29 03:42:52,9,15,no
S10696,C3912,mobile,social,2025-10-01 17:38:50,4,15,yes
S10697,C3667,mobile,ads,2025-09-29 11:20:39,4,28,no
S10698,C3646,desktop,ads,2025-09-13 14:53:25,7,4,yes
S10699,C2070,mobile,ads,2025-01-27 00:13:53,2,28,yes
S10700,C1919,tablet,search,2025-01-13 05:06:01,7,7,no
S10701,C3523,desktop,ads,2025-05-07 12:06:46,8,27,no
S10702,C2049,desktop,social,2024-10-30 06:16:12,1,22,yes
S10703,C2605,mobile,search,2025-02-18 08:48:48,2,28,no
S10704,C2030,desktop,social,2024-10-25 19:31:41,1,26,no
S10705,C1682,tablet,social,2025-01-13 01:32:06,4,20,yes
S10706,C1903,desktop,social,2025-09-08 04:38:04,5,16,no
S10707,C2761,desktop,search,2024-12-30 06:36:36,7,16,no
S10708,C1542,desktop,social,2025-09-20 03:26:21,6,17,yes
S10709,C3934,mobile,social,2025-02-27 16:47:36,5,17,no
S10710,C2372,mobile,direct,2025-01-09 03:40:04,7,10,no
S10711,C1493,mobile,ads,2025-05-03 00:51:46,3,24,no
S10712,C3899,mobile,direct,2025-07-27 14:40:05,3,13,no
S10713,C1702,mobile,ads,2025-03-20 22:04:20,4,5,no
S10714,C1308,tablet,search,2025-07-27 14:55:17,5,13,no
S10715,C2416,desktop,search,2025-02-25 03:31:35,7,24,no
S10716,C3129,mobile,ads,2025-04-16 20:06:45,4,27,no
S10717,C2294,tablet,social,2025-03-21 18:24:58,7,19,no
S10718,C2463,mobile,social,2025-06-11 17:37:29,2,1,no
S10719,C2046,mobile,social,2025-08-09 18:47:35,8,1,no
S10720,C1973,desktop,social,2024-12-24 04:37:51,1,20,yes
S10721,C1813,desktop,social,2025-10-13 14:58:33,3,8,no
S10722,C3669,desktop,social,2025-04-29 23:07:55,9,16,no
S10723,C1973,desktop,social,2025-04-25 11:52:55,7,6,no
S10724,C1970,tablet,social,2025-05-26 19:38:04,2,14,yes
S10725,C2202,mobile,social,2025-06-09 18:20:41,8,26,no
S10726,C1242,mobile,search,2025-02-08 19:54:21,1,23,no
S10727,C3913,desktop,search,2025-08-25 18:17:16,3,21,no
S10728,C1240,mobile,direct,2025-07-07 01:26:18,7,28,no
S10729,C1555,mobile,social,2025-09-18 23:29:12,7,9,no
S10730,C2596,mobile,social,2025-10-20 05:29:08,7,6,no
S10731,C1394,desktop,social,2025-01-25 12:40:52,2,22,no
S10732,C3105,mobile,direct,2024-11-20 04:17:48,5,3,no
S10733,C3443,mobile,search,2025-06-17 09:18:32,5,20,no
S10734,C2654,mobile,social,2024-12-01 16:04:18,9,4,yes
S10735,C3389,mobile,direct,2025-09-29 11:38:31,6,27,no
S10736,C3448,mobile,social,2024-10-21 02:50:41,3,1,no
S10737,C3181,mobile,direct,2025-09-17 03:53:17,6,16,no
S10738,C3669,desktop,social,2024-11-02 03:07:33,3,14,yes
S10739,C1600,mobile,search,2025-06-18 12:23:56,1,10,no
S10740,C1718,mobile,social,2024-11-09 10:36:59,4,20,no
S10741,C3630,desktop,search,2025-09-18 21:41:14,6,29,no
S10742,C3580,mobile,search,2024-10-25 08:49:26,7,5,no
S10743,C3352,mobile,social,2025-02-04 12:20:33,7,18,no
S10744,C3256,mobile,direct,2025-10-17 06:02:08,6,20,no
S10745,C1835,mobile,direct,2024-10-21 00:24:35,8,10,yes
S10746,C2143,mobile,ads,2025-02-15 20:38:53,3,18,no
S10747,C3400,mobile,direct,2025-04-11 20:35:13,3,18,no
S10748,C3304,desktop,social,2025-03-18 03:25:19,7,17,yes
S10749,C1164,mobile,social,2025-07-31 00:44:49,6,27,yes
S10750,C1395,mobile,ads,2025-05-29 15:29:55,2,7,no
S10751,C3645,mobile,social,2024-12-21 22:50:59,9,20,no
S10752,C3954,mobile,search,2024-11-27 18:35:44,5,16,yes
S10753,C2371,mobile,social,2024-11-10 19:19:48,5,8,yes
S10754,C3114,tablet,search,2025-03-12 22:47:37,3,24,no
S10755,C3809,tablet,social,2025-01-12 15:08:36,4,18,yes
S10756,C2042,mobile,social,2025-06-28 19:21:13,3,13,no
S10757,C1427,mobile,search,2025-01-03 02:34:14,3,24,no
S10758,C3867,desktop,social,2025-04-03 08:30:40,4,8,no
S10759,C3370,desktop,search,2025-08-05 02:49:54,3,24,no
S10760,C1613,mobile,direct,2025-09-26 09:22:39,6,18,no
S10761,C2331,mobile,search,2025-03-14 19:15:52,1,25,yes
S10762,C1848,mobile,social,2024-11-19 13:37:12,9,9,yes
S10763,C1454,tablet,social,2025-02-06 17:54:42,6,7,yes
S10764,C1813,mobile,search,2025-04-01 03:34:57,1,10,no
S10765,C1140,tablet,search,2025-07-01 20:33:25,7,6,no
S10766,C1002,desktop,search,2024-10-29 17:03:12,4,19,no
S10767,C2348,tablet,social,2025-02-13 12:56:31,5,16,no
S10768,C1991,desktop,social,2025-08-16 05:22:37,9,12,no
S10769,C1201,tablet,social,2024-11-03 14:28:38,9,21,yes
S10770,C3785,desktop,ads,2025-10-04 23:09:02,6,9,no
S10771,C1797,mobile,ads,2024-12-06 15:30:56,3,14,no
S10772,C1291,tablet,social,2025-02-15 07:37:57,7,8,no
S10773,C2162,desktop,direct,2024-12-15 02:20:53,9,13,yes
S10774,C1261,mobile,direct,2025-01-31 01:06:07,9,17,yes
S10775,C1490,desktop,search,2025-04-16 11:11:44,4,16,no
S10776,C2734,desktop,social,2025-10-17 05:43:18,5,5,no
S10777,C1960,mobile,social,2025-10-18 01:28:49,8,13,no
S10778,C3519,tablet,social,2025-09-30 15:08:03,5,16,yes
S10779,C2621,mobile,search,2025-08-27 22:03:03,9,29,no
S10780,C2541,mobile,search,2025-10-11 04:41:41,9,29,no
S10781,C3156,mobile,ads,2025-01-08 11:56:47,1,18,no
S10782,C2293,desktop,search,2024-12-06 17:49:54,7,1,no
S10783,C3254,tablet,social,2025-10-13 01:48:35,7,20,no
S10784,C1334,tablet,search,2025-06-25 06:53:12,8,6,no
S10785,C2871,mobile,search,2025-08-06 01:19:56,4,14,no
S10786,C3670,desktop,social,2025-07-12 19:25:28,6,22,no
S10787,C1620,desktop,search,2025-08-24 21:24:13,4,15,yes
S10788,C3860,desktop,search,2024-11-01 19:22:04,3,9,no
S10789,C2905,mobile,direct,2025-09-27 21:13:26,7,13,no
S10790,C2006,desktop,social,2025-10-17 14:16:18,9,15,no
S10791,C1294,mobile,social,2025-10-17 23:35:36,2,18,no
S10792,C2924,desktop,ads,2025-04-24 01:40:05,5,12,no
S10793,C1853,desktop,ads,2024-12-27 19:32:13,8,27,no
S10794,C2094,desktop,search,2024-10-26 14:01:03,1,11,no
S10795,C1572,tablet,social,2024-12-03 17:42:22,7,14,no
S10796,C1798,mobile,direct,2024-11-23 10:47:14,4,20,no
S10797,C1924,mobile,ads,2025-07-29 12:01:52,4,1,no
S10798,C3496,desktop,search,2025-01-20 04:50:32,5,27,no
S10799,C2599,mobile,search,2025-04-15 19:30:30,6,9,yes
S10800,C2599,mobile,ads,2025-09-23 19:22:06,9,2,no
S10801,C3864,mobile,search,2025-09-30 06:32:27,8,3,yes
S10802,C2365,mobile,social,2025-06-03 04:14:05,8,28,yes
S10803,C1408,mobile,social,2025-07-17 21:25:55,8,24,no
S10804,C1593,desktop,search,2025-05-25 12:05:01,4,26,no
S10805,C1105,mobile,direct,2025-02-04 02:07:11,6,14,yes
S10806,C3082,mobile,direct,2025-02-02 21:31:36,8,22,no
S10807,C2258,mobile,social,2024-10-29 18:35:09,5,17,no
S10808,C3042,desktop,social,2025-07-20 23:36:26,8,29,no
S10809,C1358,desktop,ads,2025-05-27 18:00:41,6,5,yes
S10810,C2203,mobile,social,2025-04-25 07:40:56,5,27,no
S10811,C3303,mobile,social,2024-11-14 14:10:10,4,13,yes
S10812,C2655,desktop,direct,2025-08-01 01:46:50,8,20,no
S10813,C3122,mobile,social,2025-07-16 16:22:44,1,19,no
S10814,C3067,desktop,search,2024-12-19 13:07:58,5,19,no
S10815,C2213,mobile,social,2025-01-12 16:41:57,1,13,no
